Repository,Issue Title,Issue URL
zhongkaifu/Seq2SeqSharp,A plan to export Seq2SeqSharp translation model to ONNX`?,https://github.com/zhongkaifu/Seq2SeqSharp/issues/18
elasticdeeplearning/edl,Bump grpcio from 1.28.1 to 1.53.0 in /docker,https://github.com/elasticdeeplearning/edl/pull/161
elasticdeeplearning/edl,Bump flask from 1.1.2 to 2.3.2 in /docker,https://github.com/elasticdeeplearning/edl/pull/160
elasticdeeplearning/edl,Bump protobuf from 3.8.0 to 3.18.3 in /docker,https://github.com/elasticdeeplearning/edl/pull/159
elasticdeeplearning/edl,Fix 2 errors,https://github.com/elasticdeeplearning/edl/pull/155
elasticdeeplearning/edl,Trouble Running Resnet + Imagenet Demo,https://github.com/elasticdeeplearning/edl/issues/154
elasticdeeplearning/edl,update roadmap to current progress,https://github.com/elasticdeeplearning/edl/pull/153
elasticdeeplearning/edl,Update ROADMAP.md,https://github.com/elasticdeeplearning/edl/pull/152
elasticdeeplearning/edl,[WIP]Add reader test,https://github.com/elasticdeeplearning/edl/pull/148
elasticdeeplearning/edl,【bug】redis balance服务线程挂掉,https://github.com/elasticdeeplearning/edl/issues/140
elasticdeeplearning/edl,【bug】redis client超时失败,https://github.com/elasticdeeplearning/edl/issues/135
elasticdeeplearning/edl,Fix unittest under python3,https://github.com/elasticdeeplearning/edl/issues/128
elasticdeeplearning/edl,[WIP]Add lstm show case,https://github.com/elasticdeeplearning/edl/pull/125
elasticdeeplearning/edl,readme是否可以提供下中文？,https://github.com/elasticdeeplearning/edl/issues/124
elasticdeeplearning/edl,Brpc multi client thread,https://github.com/elasticdeeplearning/edl/pull/123
elasticdeeplearning/edl,[WIP] Use async interface,https://github.com/elasticdeeplearning/edl/pull/120
elasticdeeplearning/edl,Update README.md,https://github.com/elasticdeeplearning/edl/pull/71
elasticdeeplearning/edl,Transfer the edl repo to its own GitHub organization ,https://github.com/elasticdeeplearning/edl/issues/70
elasticdeeplearning/edl,[Question] Does edl rely on the PaddlePaddle elastic learning capability ,https://github.com/elasticdeeplearning/edl/issues/60
elasticdeeplearning/edl,Run Fluid with EDL,https://github.com/elasticdeeplearning/edl/issues/35
elasticdeeplearning/edl,Add a EDL tutorial,https://github.com/elasticdeeplearning/edl/issues/32
elasticdeeplearning/edl,Refactor the implementation of single job lifecycle control,https://github.com/elasticdeeplearning/edl/issues/26
elasticdeeplearning/edl,Hyperlinks to our documents are broken,https://github.com/elasticdeeplearning/edl/issues/25
elasticdeeplearning/edl,Write doc to demonstrate edl function with crd,https://github.com/elasticdeeplearning/edl/issues/22
CarloLucibello/GraphNeuralNetworks.jl,add empty constructor for heterograph,https://github.com/CarloLucibello/GraphNeuralNetworks.jl/issues/338
CarloLucibello/GraphNeuralNetworks.jl,"implement `add_self_loop(g, node_t)` for heterographs",https://github.com/CarloLucibello/GraphNeuralNetworks.jl/issues/329
CarloLucibello/GraphNeuralNetworks.jl,Layers support for HeteroGraphConv,https://github.com/CarloLucibello/GraphNeuralNetworks.jl/issues/311
CarloLucibello/GraphNeuralNetworks.jl,missing pooling operators,https://github.com/CarloLucibello/GraphNeuralNetworks.jl/issues/308
CarloLucibello/GraphNeuralNetworks.jl,GCNConv implementation is too complicated,https://github.com/CarloLucibello/GraphNeuralNetworks.jl/issues/299
CarloLucibello/GraphNeuralNetworks.jl,`@functor` default for `GNNLayer`s ,https://github.com/CarloLucibello/GraphNeuralNetworks.jl/issues/288
CarloLucibello/GraphNeuralNetworks.jl,convenience feature setter,https://github.com/CarloLucibello/GraphNeuralNetworks.jl/issues/284
CarloLucibello/GraphNeuralNetworks.jl,Graph classification: multiple graphs associated with a common label,https://github.com/CarloLucibello/GraphNeuralNetworks.jl/issues/282
CarloLucibello/GraphNeuralNetworks.jl,GCNConv without normalization,https://github.com/CarloLucibello/GraphNeuralNetworks.jl/issues/277
CarloLucibello/GraphNeuralNetworks.jl,experiments with precompile and invalidations,https://github.com/CarloLucibello/GraphNeuralNetworks.jl/pull/274
CarloLucibello/GraphNeuralNetworks.jl,remove asserts hurting performance,https://github.com/CarloLucibello/GraphNeuralNetworks.jl/issues/272
CarloLucibello/GraphNeuralNetworks.jl,find and fix invalidations,https://github.com/CarloLucibello/GraphNeuralNetworks.jl/issues/271
CarloLucibello/GraphNeuralNetworks.jl,add precompilation statements,https://github.com/CarloLucibello/GraphNeuralNetworks.jl/issues/270
CarloLucibello/GraphNeuralNetworks.jl,Add WeightAndSum pooling layer,https://github.com/CarloLucibello/GraphNeuralNetworks.jl/pull/263
CarloLucibello/GraphNeuralNetworks.jl,Add topk features,https://github.com/CarloLucibello/GraphNeuralNetworks.jl/pull/260
CarloLucibello/GraphNeuralNetworks.jl,Dropout inside GATConv layer,https://github.com/CarloLucibello/GraphNeuralNetworks.jl/issues/258
CarloLucibello/GraphNeuralNetworks.jl,implement Graphormer,https://github.com/CarloLucibello/GraphNeuralNetworks.jl/issues/251
CarloLucibello/GraphNeuralNetworks.jl,Fix test laplacian lambda max,https://github.com/CarloLucibello/GraphNeuralNetworks.jl/pull/242
CarloLucibello/GraphNeuralNetworks.jl,add SuiteSparseGraphBLAS backend,https://github.com/CarloLucibello/GraphNeuralNetworks.jl/pull/222
CarloLucibello/GraphNeuralNetworks.jl,support equivariant neural networks,https://github.com/CarloLucibello/GraphNeuralNetworks.jl/issues/221
CarloLucibello/GraphNeuralNetworks.jl,another attempt with CUSPARSE,https://github.com/CarloLucibello/GraphNeuralNetworks.jl/pull/220
CarloLucibello/GraphNeuralNetworks.jl,Graph Segmentation tutorial on FAUST,https://github.com/CarloLucibello/GraphNeuralNetworks.jl/pull/215
CarloLucibello/GraphNeuralNetworks.jl,Implement ViG,https://github.com/CarloLucibello/GraphNeuralNetworks.jl/issues/189
CarloLucibello/GraphNeuralNetworks.jl,add show methods for `WithGraph` and `GNNChain`,https://github.com/CarloLucibello/GraphNeuralNetworks.jl/issues/178
CarloLucibello/GraphNeuralNetworks.jl,ideas for blogposts and tutorials,https://github.com/CarloLucibello/GraphNeuralNetworks.jl/issues/173
CarloLucibello/GraphNeuralNetworks.jl,Global pooling of edge features in GlobalAttentionPool,https://github.com/CarloLucibello/GraphNeuralNetworks.jl/issues/163
CarloLucibello/GraphNeuralNetworks.jl,Error in getgraph when graph is on gpu,https://github.com/CarloLucibello/GraphNeuralNetworks.jl/issues/161
CarloLucibello/GraphNeuralNetworks.jl,GlobalConcatPool,https://github.com/CarloLucibello/GraphNeuralNetworks.jl/pull/159
CarloLucibello/GraphNeuralNetworks.jl,Added EdgeWeightNorm layer,https://github.com/CarloLucibello/GraphNeuralNetworks.jl/pull/158
CarloLucibello/GraphNeuralNetworks.jl,create a NeuralODE example with graph as input (and not part of the model),https://github.com/CarloLucibello/GraphNeuralNetworks.jl/issues/156
bioinform/neusomatic,Inputs for docker image Variant call ( --checkpoint ),https://github.com/bioinform/neusomatic/issues/86
bioinform/neusomatic,Fail in installing step,https://github.com/bioinform/neusomatic/issues/83
bioinform/neusomatic,How to get the vaildation tsv?,https://github.com/bioinform/neusomatic/issues/81
bioinform/neusomatic,How to deal with multiallelic variants?,https://github.com/bioinform/neusomatic/issues/80
bioinform/neusomatic,training using bamsurgeon on multiple samples,https://github.com/bioinform/neusomatic/issues/79
bioinform/neusomatic,adapt for ultra-deep sequencing data,https://github.com/bioinform/neusomatic/issues/78
bioinform/neusomatic,Exception: scan_alignments failed!,https://github.com/bioinform/neusomatic/issues/77
bioinform/neusomatic,Formatting scan alignments c++ code using clang-Google formatter,https://github.com/bioinform/neusomatic/pull/76
bioinform/neusomatic,Run preprocess.py on Colab,https://github.com/bioinform/neusomatic/issues/75
bioinform/neusomatic,Skipping multiprocess pool for single thread scenario,https://github.com/bioinform/neusomatic/pull/74
bioinform/neusomatic,Formatting python scripts with black auto-formatter,https://github.com/bioinform/neusomatic/pull/73
bioinform/neusomatic,Accelerate preprocess,https://github.com/bioinform/neusomatic/pull/71
bioinform/neusomatic,Ensemble mode issue,https://github.com/bioinform/neusomatic/issues/68
bioinform/neusomatic,/bin/scan_alignments Not Found,https://github.com/bioinform/neusomatic/issues/67
bioinform/neusomatic,testing pretrined model,https://github.com/bioinform/neusomatic/issues/65
bioinform/neusomatic,Extended standalone,https://github.com/bioinform/neusomatic/pull/63
bioinform/neusomatic,How to access CGC files?,https://github.com/bioinform/neusomatic/issues/62
bioinform/neusomatic,Multi-patient training,https://github.com/bioinform/neusomatic/issues/61
bioinform/neusomatic,Error: unable to open file or unable to determine types for file synthetic.vcf,https://github.com/bioinform/neusomatic/issues/60
bioinform/neusomatic,Postprocess dedup filter,https://github.com/bioinform/neusomatic/pull/59
bioinform/neusomatic,Remove pybedtools dependency,https://github.com/bioinform/neusomatic/pull/57
bioinform/neusomatic,failed at the last step,https://github.com/bioinform/neusomatic/issues/53
bioinform/neusomatic,OSError: [Errno 12] Cannot allocate memory,https://github.com/bioinform/neusomatic/issues/52
bioinform/neusomatic,It takes several days to preprocess BAM files for testing,https://github.com/bioinform/neusomatic/issues/51
bioinform/neusomatic,truth somatic variant .vcf file,https://github.com/bioinform/neusomatic/issues/50
bioinform/neusomatic,Model training,https://github.com/bioinform/neusomatic/issues/48
bioinform/neusomatic,add inline comments,https://github.com/bioinform/neusomatic/pull/46
bioinform/neusomatic,Regarding the necessity of normal.bam file,https://github.com/bioinform/neusomatic/issues/42
bioinform/neusomatic,Getting compilation error with latest codebase on Mac OS with gcc/g++ 9,https://github.com/bioinform/neusomatic/issues/40
r-three/git-theta,Update how `git-theta track ${path}` works.,https://github.com/r-three/git-theta/pull/227
r-three/git-theta,Add a way to script merges,https://github.com/r-three/git-theta/issues/219
r-three/git-theta,Updates logging to include Async Task Ids.,https://github.com/r-three/git-theta/pull/216
r-three/git-theta,Repo-level and pattern-level configuration in .thetaconfig,https://github.com/r-three/git-theta/pull/214
r-three/git-theta,"Add an ""apply to all"" option to merge actions",https://github.com/r-three/git-theta/issues/213
r-three/git-theta,Publish documentation as github pages,https://github.com/r-three/git-theta/issues/212
r-three/git-theta,Process memory <=> git-theta storage,https://github.com/r-three/git-theta/pull/211
r-three/git-theta,User-facing memory ↔ git-theta save/load methods,https://github.com/r-three/git-theta/issues/210
r-three/git-theta,WIP: Try to speed things up with async,https://github.com/r-three/git-theta/pull/209
r-three/git-theta,Benchmarking Suite,https://github.com/r-three/git-theta/issues/208
r-three/git-theta,Fix broken Windows target,https://github.com/r-three/git-theta/issues/205
r-three/git-theta,"Update merge commands to be consistent w.r.t. ours, theirs, etc.",https://github.com/r-three/git-theta/issues/194
r-three/git-theta,merge aborts rather than exiting cleanly,https://github.com/r-three/git-theta/issues/187
r-three/git-theta,Factor the LSH distance logic out of the clean filter and into an equality check between `LazyParam`s,https://github.com/r-three/git-theta/pull/184
r-three/git-theta,Fast test target,https://github.com/r-three/git-theta/issues/176
r-three/git-theta,Support TF SavedModel checkpoints,https://github.com/r-three/git-theta/issues/175
r-three/git-theta,Add tests for the LSH,https://github.com/r-three/git-theta/issues/174
r-three/git-theta,Profile Euclidean LSH,https://github.com/r-three/git-theta/issues/173
r-three/git-theta,Parameter loading helper functions,https://github.com/r-three/git-theta/issues/171
r-three/git-theta,Simplify clean-filter parameter equality check,https://github.com/r-three/git-theta/issues/170
r-three/git-theta,Unittests for Flax Checkpoints,https://github.com/r-three/git-theta/issues/169
r-three/git-theta,Checkpoint Streaming?,https://github.com/r-three/git-theta/issues/167
r-three/git-theta,Profile the MagPackCombiner and async if needed.,https://github.com/r-three/git-theta/issues/166
r-three/git-theta,Build mechanism for extra checkpoint information that can be persisted between clean and smudge,https://github.com/r-three/git-theta/issues/163
r-three/git-theta,Git Theta add/checkout profiling,https://github.com/r-three/git-theta/issues/162
r-three/git-theta,Git LFS filter-process,https://github.com/r-three/git-theta/issues/161
r-three/git-theta,Add Memoization ,https://github.com/r-three/git-theta/issues/160
r-three/git-theta,Ability to Async blocking computations,https://github.com/r-three/git-theta/issues/159
r-three/git-theta,Usable pre-parameter-group customization,https://github.com/r-three/git-theta/issues/156
r-three/git-theta,Support t5x checkpoint,https://github.com/r-three/git-theta/issues/143
tanakamasayuki/Arduino_TensorFlowLite_ESP32,"""Can I use TensorFlow Lite on ESP32 with a model that takes a two-dimensional array as input?""",https://github.com/tanakamasayuki/Arduino_TensorFlowLite_ESP32/issues/17
tanakamasayuki/Arduino_TensorFlowLite_ESP32,freertos/FreeRTOS.h: No such file or directory,https://github.com/tanakamasayuki/Arduino_TensorFlowLite_ESP32/issues/16
tanakamasayuki/Arduino_TensorFlowLite_ESP32,synched with the last TensorFlowLite,https://github.com/tanakamasayuki/Arduino_TensorFlowLite_ESP32/pull/15
tanakamasayuki/Arduino_TensorFlowLite_ESP32,i want you as a paid consultant could you help me deploying DL based image classification model on esp32,https://github.com/tanakamasayuki/Arduino_TensorFlowLite_ESP32/issues/13
tanakamasayuki/Arduino_TensorFlowLite_ESP32,which tensorlfow version support for arduino TensorFlowLite_ESP32 1.0.0,https://github.com/tanakamasayuki/Arduino_TensorFlowLite_ESP32/issues/12
tanakamasayuki/Arduino_TensorFlowLite_ESP32,TensorFlowLite_ESP32\src\bus\i2s_lcd_esp32_driver.c:29:25: fatal error: hal/gpio_ll.h: No such file or directory,https://github.com/tanakamasayuki/Arduino_TensorFlowLite_ESP32/issues/11
tanakamasayuki/Arduino_TensorFlowLite_ESP32,Support for LSTM and Autoencoder,https://github.com/tanakamasayuki/Arduino_TensorFlowLite_ESP32/issues/10
tanakamasayuki/Arduino_TensorFlowLite_ESP32,Where can I train with TF v 2.1.1,https://github.com/tanakamasayuki/Arduino_TensorFlowLite_ESP32/issues/9
tanakamasayuki/Arduino_TensorFlowLite_ESP32,How to update to  library version is 2.4 or 2.5,https://github.com/tanakamasayuki/Arduino_TensorFlowLite_ESP32/issues/8
tanakamasayuki/Arduino_TensorFlowLite_ESP32,trained model using official tensorflow lite microspeach example is incompatible with the current micro speach example for ESP32,https://github.com/tanakamasayuki/Arduino_TensorFlowLite_ESP32/issues/6
tanakamasayuki/Arduino_TensorFlowLite_ESP32,"Old version, missing opcodes",https://github.com/tanakamasayuki/Arduino_TensorFlowLite_ESP32/issues/5
tanakamasayuki/Arduino_TensorFlowLite_ESP32,Compilation error,https://github.com/tanakamasayuki/Arduino_TensorFlowLite_ESP32/issues/4
tanakamasayuki/Arduino_TensorFlowLite_ESP32,Didn't find op for builtin opcode 'CONV_2D' version '2',https://github.com/tanakamasayuki/Arduino_TensorFlowLite_ESP32/issues/3
tanakamasayuki/Arduino_TensorFlowLite_ESP32,Compiler error in newly created project,https://github.com/tanakamasayuki/Arduino_TensorFlowLite_ESP32/issues/2
tanakamasayuki/Arduino_TensorFlowLite_ESP32,Training a model for microspeech example,https://github.com/tanakamasayuki/Arduino_TensorFlowLite_ESP32/issues/1
sayakpaul/Adventures-in-TensorFlow-Lite,Does Style_Transfer_Demo_InceptionV3.ipynb only support square output image? ,https://github.com/sayakpaul/Adventures-in-TensorFlow-Lite/issues/9
thilowrona/seismic_deep_learning,Error while trying to open the segy file,https://github.com/thilowrona/seismic_deep_learning/issues/6
thilowrona/seismic_deep_learning,Dataset creation,https://github.com/thilowrona/seismic_deep_learning/issues/5
blobcity/autoai,Sample data,https://github.com/blobcity/autoai/issues/243
blobcity/autoai, AttributeError: module 'blobcity.main.modelSelection' has no attribute 'getKFold',https://github.com/blobcity/autoai/issues/242
blobcity/autoai,cannot unpack non-iterable NoneType object,https://github.com/blobcity/autoai/issues/200
blobcity/autoai,"Unresponsive on ""Quick Search"" stage with simple dataset",https://github.com/blobcity/autoai/issues/187
blobcity/autoai,Data Scaling and Transformation,https://github.com/blobcity/autoai/issues/141
blobcity/autoai,Imbalanced Target Handling,https://github.com/blobcity/autoai/issues/139
blobcity/autoai,Support custom metrics specification for model training,https://github.com/blobcity/autoai/issues/95
blobcity/autoai,Setup Jekyll docs,https://github.com/blobcity/autoai/issues/31
blobcity/autoai,Regression / Classification problem type identification improvement,https://github.com/blobcity/autoai/issues/3
jyhmiinlin/pynufft,nufft: ValueError: dimension mismatch,https://github.com/jyhmiinlin/pynufft/issues/44
jyhmiinlin/pynufft,scipy.fftfreq equivalent helper function?,https://github.com/jyhmiinlin/pynufft/issues/42
jyhmiinlin/pynufft,PyCUDA context stack not empty,https://github.com/jyhmiinlin/pynufft/issues/40
jyhmiinlin/pynufft,"Documentation suggest plan can take subset of ft_axes, but in practice doesn't seem to allow this for NFFT Class?",https://github.com/jyhmiinlin/pynufft/issues/39
jyhmiinlin/pynufft,"Reorganize the GPU codes (torch, cupy, tf, pycuda, pyopencl...)",https://github.com/jyhmiinlin/pynufft/issues/37
jyhmiinlin/pynufft,Can the torch implementation take the non-cartesian coordinates as a tensor?,https://github.com/jyhmiinlin/pynufft/issues/36
pycroscopy/atomai,Custom dataloaders for AtomAI models,https://github.com/pycroscopy/atomai/issues/71
pycroscopy/atomai,3D fcnn,https://github.com/pycroscopy/atomai/pull/68
pycroscopy/atomai,Updates to graph class (px2ang and max_neighbors are added),https://github.com/pycroscopy/atomai/pull/66
pycroscopy/atomai,Gaussian of coordinates close an edge can extend past the image boundary and cause an error.,https://github.com/pycroscopy/atomai/issues/64
pycroscopy/atomai,gpu_usage @ trainer.py,https://github.com/pycroscopy/atomai/issues/61
pycroscopy/atomai,Add a Gitter chat badge to README.md,https://github.com/pycroscopy/atomai/pull/37
pycroscopy/atomai,Mixed-Scale Dense ConvNet,https://github.com/pycroscopy/atomai/issues/20
pycroscopy/atomai,Extending DL models to 3D data,https://github.com/pycroscopy/atomai/issues/19
pycroscopy/atomai,Use kornia library for data augmentation,https://github.com/pycroscopy/atomai/issues/18
dynamicslab/pykoopman,Bug in model.fit with timedelays,https://github.com/dynamicslab/pykoopman/issues/35
dynamicslab/pykoopman,PyKoopman for coupled PDEs,https://github.com/dynamicslab/pykoopman/issues/34
Somnibyte/MLKit,What should initial weights be?,https://github.com/Somnibyte/MLKit/issues/7
Somnibyte/MLKit,Kellyroach/swift4,https://github.com/Somnibyte/MLKit/pull/6
Somnibyte/MLKit,Carthage support,https://github.com/Somnibyte/MLKit/issues/5
Somnibyte/MLKit,restructuring of ANN for flexibility and performance gains,https://github.com/Somnibyte/MLKit/issues/2
massquantity/LibRecommender,Issue in the retraining of the Pinsage model,https://github.com/massquantity/LibRecommender/issues/379
massquantity/LibRecommender,How to handle new or uninteracted items in Pinsage,https://github.com/massquantity/LibRecommender/issues/375
massquantity/LibRecommender,reproducibility issues,https://github.com/massquantity/LibRecommender/issues/357
massquantity/LibRecommender,Advice for the Implementation of BPR for Importance Sampling,https://github.com/massquantity/LibRecommender/issues/203
massquantity/LibRecommender,Feature importance,https://github.com/massquantity/LibRecommender/issues/144
massquantity/LibRecommender,Are there any plans to make a training history and Early Stopping possible?,https://github.com/massquantity/LibRecommender/issues/109
massquantity/LibRecommender,"Item based recommendation, item similarity",https://github.com/massquantity/LibRecommender/issues/82
massquantity/LibRecommender,YoutubeMatch OOM Error,https://github.com/massquantity/LibRecommender/issues/74
massquantity/LibRecommender,Limit RAM Usage of GPU/s,https://github.com/massquantity/LibRecommender/issues/73
massquantity/LibRecommender,WideDeep algorithm - recommend_user method,https://github.com/massquantity/LibRecommender/issues/72
massquantity/LibRecommender,Consider Recall Computation,https://github.com/massquantity/LibRecommender/issues/71
massquantity/LibRecommender,Multi GPU Training is not supported,https://github.com/massquantity/LibRecommender/issues/70
massquantity/LibRecommender,Callbacks doesnt work,https://github.com/massquantity/LibRecommender/issues/69
massquantity/LibRecommender,NCF - How data generated for train and test?,https://github.com/massquantity/LibRecommender/issues/61
massquantity/LibRecommender,predict on new unseen users or test set users,https://github.com/massquantity/LibRecommender/issues/58
massquantity/LibRecommender,DatasetFeat._set_sparse_unique_vals does not remove previous unique values,https://github.com/massquantity/LibRecommender/issues/55
massquantity/LibRecommender,Failed installation of LibRecommender on Ubuntu 20.04.2,https://github.com/massquantity/LibRecommender/issues/52
massquantity/LibRecommender,Location of training loss and training accuracy calculations in scripts,https://github.com/massquantity/LibRecommender/issues/44
massquantity/LibRecommender,Problem installation,https://github.com/massquantity/LibRecommender/issues/30
massquantity/LibRecommender,Great library + Suggested upgrade,https://github.com/massquantity/LibRecommender/issues/9
tomas-gajarsky/facetorch,Output of AU detector,https://github.com/tomas-gajarsky/facetorch/issues/53
tomas-gajarsky/facetorch,Running example.py without docker,https://github.com/tomas-gajarsky/facetorch/issues/52
tomas-gajarsky/facetorch,fix_img_size,https://github.com/tomas-gajarsky/facetorch/issues/50
tomas-gajarsky/facetorch,Dev Containers in VScode,https://github.com/tomas-gajarsky/facetorch/issues/49
tomas-gajarsky/facetorch,Questions about the AU detection,https://github.com/tomas-gajarsky/facetorch/issues/46
tomas-gajarsky/facetorch,localization and inference details,https://github.com/tomas-gajarsky/facetorch/issues/43
tomas-gajarsky/facetorch,any model for 3d face reconstruction available?,https://github.com/tomas-gajarsky/facetorch/issues/40
tomas-gajarsky/facetorch,"Clarification on Align, Embed and Verify",https://github.com/tomas-gajarsky/facetorch/issues/39
tomas-gajarsky/facetorch,How to reproduce the result of verification from the analyzer using only the predictor from it?,https://github.com/tomas-gajarsky/facetorch/issues/38
tomas-gajarsky/facetorch,[Feature request]: Add CLI entrypoint to the package,https://github.com/tomas-gajarsky/facetorch/issues/21
enlite-ai/maze,Fix doc: broken link to hydra specialization,https://github.com/enlite-ai/maze/pull/28
enlite-ai/maze,maze with blocks added,https://github.com/enlite-ai/maze/pull/26
LukasZahradnik/PyNeuraLogic,[✨ Feature Request]: Preprocessing,https://github.com/LukasZahradnik/PyNeuraLogic/issues/50
crypti/cryptocurrencies,Bump minimist and mkdirp,https://github.com/crypti/cryptocurrencies/pull/33
crypti/cryptocurrencies,Bump is-url from 1.2.2 to 1.2.4,https://github.com/crypti/cryptocurrencies/pull/32
crypti/cryptocurrencies,Bump ms and ava,https://github.com/crypti/cryptocurrencies/pull/31
crypti/cryptocurrencies,Bump json5 and ava,https://github.com/crypti/cryptocurrencies/pull/30
crypti/cryptocurrencies,Bump qs,https://github.com/crypti/cryptocurrencies/pull/29
crypti/cryptocurrencies,distinguish criptocurrencies from tokens,https://github.com/crypti/cryptocurrencies/issues/28
crypti/cryptocurrencies,"Add search by name, symbols and func to get all names",https://github.com/crypti/cryptocurrencies/pull/27
crypti/cryptocurrencies,Update Cryptocurrency json file,https://github.com/crypti/cryptocurrencies/pull/26
crypti/cryptocurrencies,Error ECONNRESET LTCR Error,https://github.com/crypti/cryptocurrencies/issues/25
crypti/cryptocurrencies,XRP,https://github.com/crypti/cryptocurrencies/issues/24
crypti/cryptocurrencies,Procoin,https://github.com/crypti/cryptocurrencies/issues/23
crypti/cryptocurrencies,Coinlist API endpoint,https://github.com/crypti/cryptocurrencies/issues/22
crypti/cryptocurrencies,Use collapsable markdown on Readme's Currency List ,https://github.com/crypti/cryptocurrencies/issues/21
crypti/cryptocurrencies,MIOTA,https://github.com/crypti/cryptocurrencies/issues/18
crypti/cryptocurrencies,Symbol change for BitCurrency,https://github.com/crypti/cryptocurrencies/issues/17
crypti/cryptocurrencies,Name to Symbols List,https://github.com/crypti/cryptocurrencies/pull/16
crypti/cryptocurrencies,Added functionality,https://github.com/crypti/cryptocurrencies/issues/13
crypti/cryptocurrencies,First Take w/ Github Image,https://github.com/crypti/cryptocurrencies/pull/7
OmicsML/dance,expfeat: implement anndata transform adaptor,https://github.com/OmicsML/dance/pull/341
OmicsML/dance,build(deps): bump scanpy from 1.9.4 to 1.9.5,https://github.com/OmicsML/dance/pull/338
OmicsML/dance,Preprocessing benchmarking,https://github.com/OmicsML/dance/pull/337
OmicsML/dance,imputation module refactor and fixes,https://github.com/OmicsML/dance/pull/265
OmicsML/dance,pip install pydance,https://github.com/OmicsML/dance/issues/258
OmicsML/dance,Running scmogcn.py example - fatal error,https://github.com/OmicsML/dance/issues/257
OmicsML/dance,error about running dataset(openproblems_bmmc_cite_phase2 ) with scMoGCN,https://github.com/OmicsML/dance/issues/245
OmicsML/dance,Refactor multimodal dataset object to use the dance abstract dataset class,https://github.com/OmicsML/dance/issues/233
OmicsML/dance,Fix reported imputation metrics on readme for `GraphSCI` and `DeepImpute`,https://github.com/OmicsML/dance/issues/227
OmicsML/dance,Use the `download_unzip` utility in `ImputationDataset`,https://github.com/OmicsML/dance/issues/224
OmicsML/dance,Unify kwarg: `seed` -> `random_state`,https://github.com/OmicsML/dance/issues/222
OmicsML/dance,Make utils for generating `dgl` or `pyg` graphs from processed data,https://github.com/OmicsML/dance/issues/221
OmicsML/dance,Add option for `return_type` to take a list of values aligned with the specified channels,https://github.com/OmicsML/dance/issues/216
OmicsML/dance,"Add option to `.score` method to take `index` option, which indicates which samples we want to calculate the scores",https://github.com/OmicsML/dance/issues/214
OmicsML/dance,refactoring of code,https://github.com/OmicsML/dance/pull/178
OmicsML/dance,updating test_data parameters,https://github.com/OmicsML/dance/pull/176
OmicsML/dance,"Add support for containerizing using, e.g., Singularity and Docker",https://github.com/OmicsML/dance/issues/175
OmicsML/dance,Create tutorial notebook for wrapping ``AnnData`` (or ``MuData``) objects into dance ``Data`` object,https://github.com/OmicsML/dance/issues/174
OmicsML/dance,Fix ``scmm`` error due to zero total counts calling ``torch.lgamma`` (called by ``torch.distributions.NegativeBinomial``),https://github.com/OmicsML/dance/issues/166
OmicsML/dance,Make util for auto device selection,https://github.com/OmicsML/dance/issues/162
OmicsML/dance,Model object abstraction and refactoring,https://github.com/OmicsML/dance/issues/143
OmicsML/dance,"Add more info about key error from `get_feature`, e.g., what channel type",https://github.com/OmicsML/dance/issues/125
OmicsML/dance,"Exclude benchmark runs from default pytest runs, make `lite-bench` and `full-bench` test options (tox)",https://github.com/OmicsML/dance/issues/122
OmicsML/dance,DSTG link graph add connections between real spots?,https://github.com/OmicsML/dance/issues/104
OmicsML/dance,Add random_state option to PCA transforms,https://github.com/OmicsML/dance/issues/87
OmicsML/dance,Unifying base data object,https://github.com/OmicsML/dance/issues/49
OmicsML/dance,Some questions about general wrapper for datasets,https://github.com/OmicsML/dance/issues/38
OmicsML/dance,Convention for tensor device,https://github.com/OmicsML/dance/issues/31
upb-lea/gym-electric-motor,ConstReferenceGenerator enters the reference_name not as string into the env,https://github.com/upb-lea/gym-electric-motor/issues/219
upb-lea/gym-electric-motor,Phase voltage accuracy for PMSM motors,https://github.com/upb-lea/gym-electric-motor/issues/218
upb-lea/gym-electric-motor,Documentation is showing only current API (no past releases APIs),https://github.com/upb-lea/gym-electric-motor/issues/214
upb-lea/gym-electric-motor,Improve ReferenceGenerator chapter in Gem_Cookbook,https://github.com/upb-lea/gym-electric-motor/issues/197
upb-lea/gym-electric-motor,Add Batch-Solving of multiple scenarios,https://github.com/upb-lea/gym-electric-motor/issues/182
upb-lea/gym-electric-motor,Reference generator initial values and resulting reference distributions,https://github.com/upb-lea/gym-electric-motor/issues/145
upb-lea/gym-electric-motor,Pulse Pattern Application / Hybrid Control Set,https://github.com/upb-lea/gym-electric-motor/issues/117
upb-lea/gym-electric-motor,Code Speed Investigation and Improvement,https://github.com/upb-lea/gym-electric-motor/issues/35
upb-lea/gym-electric-motor,Renaming of PhysicalSystem Class,https://github.com/upb-lea/gym-electric-motor/issues/31
upb-lea/gym-electric-motor,"Unify arguments ""converter"" and ""subconverters""",https://github.com/upb-lea/gym-electric-motor/issues/28
upb-lea/gym-electric-motor,Extend converter class for multi level converter,https://github.com/upb-lea/gym-electric-motor/issues/27
upb-lea/gym-electric-motor,Extend motor models for additional physical effects,https://github.com/upb-lea/gym-electric-motor/issues/26
shibing624/dialogbot,增加新的评估指标,https://github.com/shibing624/dialogbot/issues/6
